respondent_id,question,answer
R_092,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_092,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_092,Drill for oil in natural areas or reserves.,Somewhat support
R_092,Expand offshore drilling for oil and natural gas off your country's coast.,Somewhat oppose
R_092,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_092,The President.,Much more
R_092,Congress.,Much more
R_092,Your Governor.,Much more
R_092,Your local officials.,Much more
R_092,Citizens themselves.,Much more
R_092,Should global warming be a priority for the next president and Congress?,Very high
R_092,Should developing sources of clean energy be a priority?,Very high
R_092,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_092,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Somewhat agree
R_092,How often do you discuss global warming with your friends and family?,Occasionally
R_092,How often do you hear about global warming in the media?,At least once a week
R_092,How severe would you rate the personal effects of global warming that you have experienced?,Moderately severe
R_092,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_092,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Moderately responsible
R_092,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,
R_092,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",neutral
R_092,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_092,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,neutral
R_092,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_092,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,neutral
R_092,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",strongly_agree
R_092,New and advanced technology which would harm current industry is being suppressed.,strongly_agree
R_092,The power held by heads of state is second to that of small unknown groups who really control world politics.,neutral
R_092,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",disagree
R_092,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,disagree
R_092,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",agree
R_092,"A small, secret group of people is responsible for making all major decisions, such as going to war.",agree
R_092,Technology with mind-control capacities is used on people without their knowledge.,neutral
R_092,Evidence of alien contact is being concealed from the public.,disagree
R_092,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_092,I see myself as someone who is reserved.,disagree_a_little
R_092,I see myself as someone who is generally trusting.,agree_a_little
R_092,I see myself as someone who tends to be lazy.,neutral
R_092,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_092,I see myself as someone who has few artistic interests.,agree_a_little
R_092,"I see myself as someone who is outgoing, sociable.",agree_strongly
